"pgi"	"subject"	"case"	"id"	"trialNr.x"	"condition"	"likelihood.read"	"likelihood.share"	"dfc"	"subject.y"	"trialNr.y"	"case.x"	"condition.x"	"num.fix.total"	"mean.fixation.duration..s."	"mean.fixation.duration.in.AOI..s."	"mean.fixation.duration.not.in.AOI..s."	"num.dwells_01.source."	"num.dwells_02.intro."	"num.dwells_03.image."	"num.dwells_04.headline."	"num.dwells_05.reactions."	"num.dwells_06.count."	"num.dwells_07.comtop."	"num.dwells_08.combottom."	"mean.dwell.dur_01.source...s."	"mean.dwell.dur_02.intro...s."	"mean.dwell.dur_03.image...s."	"mean.dwell.dur_04.headline...s."	"mean.dwell.dur_05.reactions...s."	"mean.dwell.dur_06.count...s."	"mean.dwell.dur_07.comtop...s."	"mean.dwell.dur_08.combottom...s."	"total.dwell.dur_01.source...s."	"total.dwell.dur_02.intro...s."	"total.dwell.dur_03.image...s."	"total.dwell.dur_04.headline...s."	"total.dwell.dur_05.reactions...s."	"total.dwell.dur_06.count...s."	"total.dwell.dur_07.comtop...s."	"total.dwell.dur_08.combottom...s."	"total.dwell.dur.before.comment_01.source...s."	"total.dwell.dur.before.comment_02.intro...s."	"total.dwell.dur.before.comment_03.image...s."	"total.dwell.dur.before.comment_04.headline...s."	"total.dwell.dur.before.comment_05.reactions...s."	"total.dwell.dur.before.comment_06.count...s."	"total.dwell.dur.after.comment_01.source...s."	"total.dwell.dur.after.comment_02.intro...s."	"total.dwell.dur.after.comment_03.image...s."	"total.dwell.dur.after.comment_04.headline...s."	"total.dwell.dur.after.comment_05.reactions...s."	"total.dwell.dur.after.comment_06.count...s."	"first.fix.latency_01.source...s."	"first.fix.latency_02.intro...s."	"first.fix.latency_03.image...s."	"first.fix.latency_04.headline...s."	"first.fix.latency_05.reactions...s."	"first.fix.latency_06.count...s."	"first.fix.latency_07.comtop...s."	"first.fix.latency_08.combottom...s."	"mean.RMS..deg."	"mean.sqrt.BCEA...deg."	"data.loss..fraction."	"total.dwell.dur_09.com"	"total_dwell_comments"	"total_dwell_post_comments"	"total_dwell_post"	"total_dwell_post_before"	"total_dwell_post_after"	"case.y"	"condition.y"	"charCount1"	"wordCount1"	"charCount2"	"wordCount2"	"comments_char_count"	"comments_word_count"	"rel_dwell_com_cc"	"rel_dwell_com_wc"	"post_genre"	"post_po_binary"	"Timestamp"	"Fyll.i.ditt.födelseår"	"Kön"	"freq_facebook_use"	"freq_share_binary"	"comments_share"	"variable"	"post_genre_subject_interest"	"post_genre_binary"
"147-sp"	147	"124292684247609_1551408811535982"	"147|124292684247609_1551408811535982|agree"	14	"agree"	3.233	3.389	"124292684247609_1551408811535982|agree"	147	14	"124292684247609_1551408811535982"	"agree"	31	0.233	0.236	0.204	1	1	2	1	0	0	1	0	0.638	1.4	0.491	2.678	0	0	0.912	0	0.638	1.4	0.982	2.678	0	0	0.912	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65	1.748	3.326	3.848	0	0	6.795	0	0.053	0.124	0	0.912	0.912	6.61	5.698	0	0	"124292684247609_1551408811535982"	"agree"	47	10	61	12	108	22	8.44444444444444	41.4545454545455	"sp"	0	"10/19/2018 11:01:43"	1996	"Man"	3	1	2	"sp"	5	"0"
"147-sp"	147	"124292684247609_1870482682961925"	"147|124292684247609_1870482682961925|disagree"	17	"disagree"	0.533	0.511	"124292684247609_1870482682961925|disagree"	147	17	"124292684247609_1870482682961925"	"disagree"	27	0.209	0.207	0.213	1	2	2	1	0	0	1	0	0.519	0.44	0.42	1.343	0	0	0.567	0	0.519	0.88	0.84	1.343	0	0	0.567	0	0	0	0	0	0	0	0	0	0	0	0	0	0.974	0.421	0.101	3.086	0	0	5.436	0	0.066	0.131	0	0.567	0.567	4.149	3.582	0	0	"124292684247609_1870482682961925"	"disagree"	41	9	36	10	77	19	7.36363636363636	29.8421052631579	"sp"	0	"10/19/2018 11:01:43"	1996	"Man"	3	1	2	"sp"	5	"0"
"147-sp"	147	"124292684247609_1696704947006367"	"147|124292684247609_1696704947006367|disagree"	15	"disagree"	5.044	5.089	"124292684247609_1696704947006367|disagree"	147	15	"124292684247609_1696704947006367"	"disagree"	75	0.22	0.212	0.239	4	3	3	2	0	0	2	2	0.532	0.272	0.358	0.898	0	0	2.336	0.481	2.129	0.817	1.073	1.795	0	0	4.672	0.962	2.129	0.817	1.073	1.795	0	0	0	0	0	0	0	0	0.209	0.924	1.159	8.611	0	0	11.481	16.849	0.046	0.102	0	5.634	5.634	11.448	5.814	5.814	0	"124292684247609_1696704947006367"	"disagree"	231	60	175	41	406	101	13.8768472906404	55.7821782178218	"sp"	0	"10/19/2018 11:01:43"	1996	"Man"	3	1	2	"sp"	5	"0"
"148-cu"	148	"124292684247609_1635135699829959"	"148|124292684247609_1635135699829959|disagree"	5	"disagree"	1.467	0	"124292684247609_1635135699829959|disagree"	148	5	"124292684247609_1635135699829959"	"disagree"	80	0.251	0.254	0.204	1	5	6	2	1	1	2	2	0.123	0.338	1.144	1.256	0.365	0.456	2.372	1.404	0.123	1.692	6.863	2.512	0.365	0.456	4.745	2.807	0.123	0.765	3.165	0.921	0	0	0	0.927	3.698	1.591	0.365	0.456	0.159	1.742	0.3	3.042	20.663	18.923	5.72	10.758	0.09	0.207	0.008	7.552	7.552	19.563	12.011	4.974	7.037	"124292684247609_1635135699829959"	"disagree"	152	30	75	17	227	47	33.2687224669604	160.68085106383	"cu"	0	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"cu"	4	"0"
"148-cu"	148	"124292684247609_1529460447064152"	"148|124292684247609_1529460447064152|disagree"	17	"disagree"	0.167	0	"124292684247609_1529460447064152|disagree"	148	17	"124292684247609_1529460447064152"	"disagree"	42	0.28	0.284	0.138	0	3	3	2	1	1	1	1	0	0.308	1.553	0.728	0.193	0.235	2.107	1.503	0	0.925	4.659	1.455	0.193	0.235	2.107	1.503	0	0.925	4.179	0.666	0.193	0	0	0	0.48	0.789	0	0.235	0	0.142	0.329	3.032	6.293	11.96	6.498	8.845	0.128	0.27	0.02	3.61	3.61	11.077	7.467	5.963	1.504	"124292684247609_1529460447064152"	"disagree"	37	7	38	6	75	13	48.1333333333333	277.692307692308	"cu"	0	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"cu"	4	"0"
"148-cu"	148	"124292684247609_1707733802570148"	"148|124292684247609_1707733802570148|agree"	15	"agree"	9.122	1.911	"124292684247609_1707733802570148|agree"	148	15	"124292684247609_1707733802570148"	"agree"	74	0.245	0.245	0	0	3	5	2	0	0	2	2	0	0.307	1.478	0.883	0	0	1.781	2.238	0	0.922	7.389	1.765	0	0	3.562	4.477	0	0.54	6.08	1.12	0	0	0	0.382	1.309	0.645	0	0	0	4.602	0.308	5.939	0	0	8.719	9.384	0.108	0.234	0.011	8.039	8.039	18.115	10.076	7.74	2.336	"124292684247609_1707733802570148"	"agree"	111	25	147	33	258	58	31.1589147286822	138.603448275862	"cu"	0	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"cu"	4	"0"
"148-cu"	148	"124292684247609_1846952198648307"	"148|124292684247609_1846952198648307|agree"	14	"agree"	6.744	0	"124292684247609_1846952198648307|agree"	148	14	"124292684247609_1846952198648307"	"agree"	103	0.262	0.264	0.137	0	3	8	2	0	0	1	1	0	1.832	1.556	1.157	0	0	2.648	2.972	0	5.497	12.445	2.313	0	0	2.648	2.972	0	3.325	8.347	2.313	0	0	0	2.172	3.497	0	0	0	0	3.545	0.145	8.125	0	0	15.746	19.254	0.098	0.238	0	5.62	5.62	25.875	20.255	13.985	5.669	"124292684247609_1846952198648307"	"agree"	106	25	127	29	233	54	24.1201716738197	104.074074074074	"cu"	0	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"cu"	4	"0"
"148-ec"	148	"124292684247609_1618187394858123"	"148|124292684247609_1618187394858123|agree"	11	"agree"	8.256	1	"124292684247609_1618187394858123|agree"	148	11	"124292684247609_1618187394858123"	"agree"	114	0.24	0.242	0.157	0	3	8	3	0	0	2	2	0	0.79	0.603	0.952	0	0	4.091	4.411	0	2.37	4.828	2.857	0	0	8.182	8.822	0	1.537	1.815	1.554	0	0	0	0.833	3.013	1.303	0	0	0	1.647	0.155	3.873	0	0	5.7	10.897	0.114	0.228	0.015	17.004	17.004	27.059	10.055	4.906	5.149	"124292684247609_1618187394858123"	"agree"	133	32	124	23	257	55	66.1634241245136	309.163636363636	"ec"	0	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"ec"	2	"1"
"148-ec"	148	"124292684247609_1646987058644823"	"148|124292684247609_1646987058644823|disagree"	13	"disagree"	1.811	0	"124292684247609_1646987058644823|disagree"	148	13	"124292684247609_1646987058644823"	"disagree"	92	0.23	0.233	0.118	1	4	6	2	0	0	1	1	0.222	0.864	0.775	0.77	0	0	6.309	4.779	0.222	3.455	4.652	1.541	0	0	6.309	4.779	0.222	2.021	0.575	0.848	0	0	0	1.434	4.077	0.693	0	0	0.168	0.396	0.933	3.308	0	0	4.358	11.191	0.109	0.226	0.01	11.088	11.088	20.958	9.87	3.666	6.204	"124292684247609_1646987058644823"	"disagree"	204	43	121	31	325	74	34.1169230769231	149.837837837838	"ec"	0	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"ec"	2	"1"
"148-ec"	148	"124292684247609_1658676644142531"	"148|124292684247609_1658676644142531|disagree"	19	"disagree"	7.944	0.111	"124292684247609_1658676644142531|disagree"	148	19	"124292684247609_1658676644142531"	"disagree"	74	0.251	0.255	0.113	0	3	5	1	0	0	1	1	0	1.587	0.968	1.274	0	0	3.491	3.98	0	4.761	4.84	1.274	0	0	3.491	3.98	0	4.103	3.956	1.274	0	0	0	0	0.724	0	0	0	0	1.9	0.141	8.819	0	0	10.353	15.193	0.082	0.181	0	7.471	7.471	18.346	10.875	9.333	0.724	"124292684247609_1658676644142531"	"disagree"	262	57	132	31	394	88	18.9619289340102	84.8977272727273	"ec"	0	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"ec"	2	"1"
"148-ec"	148	"124292684247609_1770258722984322"	"148|124292684247609_1770258722984322|agree"	7	"agree"	5.267	0.3	"124292684247609_1770258722984322|agree"	148	7	"124292684247609_1770258722984322"	"agree"	77	0.252	0.253	0.143	0	6	8	2	2	1	1	1	0	0.412	0.802	2.806	0.203	0.437	1.262	2.647	0	2.47	6.415	5.613	0.405	0.437	1.262	2.647	0	2.47	6.415	5.321	0	0	0	0	0	0.292	0.405	0.437	0	0.312	0.163	9.063	20.181	19.703	15.368	16.708	0.121	0.243	0.024	3.909	3.909	19.249	15.34	14.206	1.134	"124292684247609_1770258722984322"	"agree"	35	10	87	21	122	31	32.0409836065574	126.096774193548	"ec"	0	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"ec"	2	"1"
"148-po"	148	"124292684247609_1587741834569346"	"148|124292684247609_1587741834569346|agree"	18	"agree"	8.078	1.356	"124292684247609_1587741834569346|agree"	148	18	"124292684247609_1587741834569346"	"agree"	72	0.224	0.226	0.184	0	2	5	1	1	0	2	1	0	1.209	0.821	0.168	0.299	0	1.264	6.068	0	2.418	4.104	0.168	0.299	0	2.528	6.068	0	2.418	2.464	0	0	0	0	0	0.588	0	0	0	0	2.121	0.399	7.496	7.173	0	6.046	10.622	0.102	0.216	0.013	8.596	8.596	15.585	6.989	4.882	0.588	"124292684247609_1587741834569346"	"agree"	71	15	228	49	299	64	28.7491638795987	134.3125	"po"	1	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"po"	2	"1"
"148-po"	148	"124292684247609_1806817052661822"	"148|124292684247609_1806817052661822|disagree"	21	"disagree"	1.389	0	"124292684247609_1806817052661822|disagree"	148	21	"124292684247609_1806817052661822"	"disagree"	89	0.254	0.249	0.13	0	5	6	2	0	0	3	2	0	0.604	0.712	1.08	0	0	1.947	3.207	0	3.018	4.273	2.159	0	0	5.841	6.413	0	2.858	3.333	0.967	0	0	0	0.16	0.94	1.192	0	0	0	0.141	0.277	6.881	0	0	7.934	11.757	0.123	0.262	0.019	12.254	12.254	21.704	9.45	7.158	2.292	"124292684247609_1806817052661822"	"disagree"	132	28	75	20	207	48	59.1980676328502	255.291666666667	"po"	1	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"po"	2	"1"
"148-po"	148	"124292684247609_1521205261223004"	"148|124292684247609_1521205261223004|disagree"	12	"disagree"	2.367	0	"124292684247609_1521205261223004|disagree"	148	12	"124292684247609_1521205261223004"	"disagree"	109	0.24	0.242	0.145	0	6	7	2	1	1	1	1	0	1.064	0.959	1.623	0.117	0.185	5.509	3.536	0	6.383	6.716	3.245	0.117	0.185	5.509	3.536	0	1.629	4.029	2.543	0.117	0	0	4.754	2.687	0.702	0	0.185	0	0.155	0.286	4.041	9.423	24.799	9.701	15.941	0.105	0.225	0	9.045	9.045	25.691	16.646	8.318	8.328	"124292684247609_1521205261223004"	"disagree"	202	37	238	48	440	85	20.5568181818182	106.411764705882	"po"	1	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"po"	2	"1"
"148-po"	148	"124292684247609_1707740985902763"	"148|124292684247609_1707740985902763|agree"	10	"agree"	5.733	0.122	"124292684247609_1707740985902763|agree"	148	10	"124292684247609_1707740985902763"	"agree"	117	0.24	0.24	0	0	4	6	4	0	0	5	2	0	1.95	0.659	1.129	0	0	1.64	1.817	0	7.8	3.952	4.514	0	0	8.201	3.635	0	3.053	2.423	2.981	0	0	0	4.747	1.529	1.533	0	0	0	0.261	0.672	6.032	0	0	9.304	12.293	0.093	0.214	0	11.836	11.836	28.102	16.266	8.457	7.809	"124292684247609_1707740985902763"	"agree"	302	62	138	26	440	88	26.9	134.5	"po"	1	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"po"	2	"1"
"148-so"	148	"124292684247609_1616749178335278"	"148|124292684247609_1616749178335278|agree"	16	"agree"	9.311	0.133	"124292684247609_1616749178335278|agree"	148	16	"124292684247609_1616749178335278"	"agree"	146	0.248	0.249	0.142	0	2	7	4	1	2	2	2	0	0.229	1.266	0.763	0.89	0.458	4.035	6.679	0	0.458	8.863	3.053	0.89	0.916	8.07	13.357	0	0.198	5.515	0.681	0	0	0	0.26	3.348	2.372	0.89	0.916	0	0.154	0.369	2.019	35.155	33.953	7.246	13.932	0.073	0.17	0	21.427	21.427	35.607	14.18	6.394	7.786	"124292684247609_1616749178335278"	"agree"	191	42	214	39	405	81	52.9061728395062	264.530864197531	"so"	0	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"so"	4	"0"
"148-so"	148	"124292684247609_1847938621882998"	"148|124292684247609_1847938621882998|disagree"	6	"disagree"	6.656	0.756	"124292684247609_1847938621882998|disagree"	148	6	"124292684247609_1847938621882998"	"disagree"	108	0.239	0.238	0.178	0	2	5	2	0	0	2	2	0	1.587	0.786	0.579	0	0	6.103	1.68	0	3.174	3.93	1.158	0	0	12.206	3.361	0	3.174	3.15	0.95	0	0	0	0	0.78	0.208	0	0	0	1.785	0.157	6.778	0	0	8.13	18.126	0.106	0.206	0.007	15.567	15.567	23.829	8.262	7.274	0.988	"124292684247609_1847938621882998"	"disagree"	215	47	60	11	275	58	56.6072727272727	268.396551724138	"so"	0	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"so"	4	"0"
"148-so"	148	"124292684247609_1760127997330728"	"148|124292684247609_1760127997330728|disagree"	2	"disagree"	6.544	1.5	"124292684247609_1760127997330728|disagree"	148	2	"124292684247609_1760127997330728"	"disagree"	141	0.223	0.224	0.167	1	4	7	3	0	0	4	3	0.077	0.915	0.535	0.883	0	0	3.947	1.737	0.077	3.659	3.745	2.648	0	0	15.788	5.211	0.077	3.462	1.806	1.013	0	0	0	0.197	1.939	1.635	0	0	1.328	1.111	0.164	6.123	0	0	7.204	13.291	0.103	0.214	0.011	20.999	20.999	31.128	10.129	6.358	3.771	"124292684247609_1760127997330728"	"disagree"	190	48	109	27	299	75	70.2307692307692	279.986666666667	"so"	0	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"so"	4	"0"
"148-so"	148	"124292684247609_1877491672261026"	"148|124292684247609_1877491672261026|agree"	20	"agree"	6.1	0.178	"124292684247609_1877491672261026|agree"	148	20	"124292684247609_1877491672261026"	"agree"	100	0.234	0.235	0.143	1	2	5	1	0	0	4	4	0.142	1.138	1.288	0.899	0	0	1.627	1.63	0.142	2.276	6.442	0.899	0	0	6.507	6.52	0.142	2.276	6.377	0.899	0	0	0	0	0.065	0	0	0	0.083	2.876	0.239	6.092	0	0	10.806	15.944	0.073	0.182	0	13.027	13.027	22.786	9.759	9.694	0.065	"124292684247609_1877491672261026"	"agree"	195	41	114	27	309	68	42.1585760517799	191.573529411765	"so"	0	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"so"	4	"0"
"148-sp"	148	"124292684247609_1696704947006367"	"148|124292684247609_1696704947006367|agree"	9	"agree"	5.833	0.456	"124292684247609_1696704947006367|agree"	148	9	"124292684247609_1696704947006367"	"agree"	148	0.243	0.245	0.168	0	1	4	3	0	0	4	3	0	1.73	1.611	1.268	0	0	5.2	0.826	0	1.73	6.446	3.803	0	0	20.799	2.478	0	1.73	5.226	1.569	0	0	0	0	1.22	2.234	0	0	0	2.712	0.16	4.81	0	0	9.831	19.503	0	0.174	0.007	23.277	23.277	35.256	11.979	8.525	3.454	"124292684247609_1696704947006367"	"agree"	303	70	97	24	400	94	58.1925	247.627659574468	"sp"	0	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"sp"	1	"0"
"148-sp"	148	"124292684247609_1870482682961925"	"148|124292684247609_1870482682961925|disagree"	8	"disagree"	5.567	0	"124292684247609_1870482682961925|disagree"	148	8	"124292684247609_1870482682961925"	"disagree"	80	0.285	0.287	0.127	0	5	5	2	0	0	2	2	0	1.533	1.821	1.595	0	0	0.675	0.674	0	7.664	9.104	3.191	0	0	1.349	1.349	0	6.232	7.757	2.875	0	0	0	1.432	1.347	0.316	0	0	0	0.288	0.433	15.269	0	0	18.482	19.676	0.088	0.191	0	2.698	2.698	22.657	19.959	16.864	3.095	"124292684247609_1870482682961925"	"disagree"	41	9	36	10	77	19	35.038961038961	142	"sp"	0	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"sp"	1	"0"
"148-sp"	148	"124292684247609_1768089829867878"	"148|124292684247609_1768089829867878|disagree"	3	"disagree"	5.722	0	"124292684247609_1768089829867878|disagree"	148	3	"124292684247609_1768089829867878"	"disagree"	37	0.274	0.279	0	0	1	3	2	1	0	1	1	0	0.427	2.095	0.87	0.103	0	0.855	0.635	0	0.427	6.285	1.74	0.103	0	0.855	0.635	0	0.427	2.009	1.319	0.103	0	0	0	4.276	0.421	0	0	0	2.297	0.15	2.765	4.322	0	4.442	5.353	0.18	0.303	0.022	1.49	1.49	10.045	8.555	3.858	4.697	"124292684247609_1768089829867878"	"disagree"	29	6	47	10	76	16	19.6052631578947	93.125	"sp"	0	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"sp"	1	"0"
"148-sp"	148	"124292684247609_1551408811535982"	"148|124292684247609_1551408811535982|agree"	4	"agree"	0	0	"124292684247609_1551408811535982|agree"	148	4	"124292684247609_1551408811535982"	"agree"	70	0.241	0.243	0.16	0	2	6	2	0	0	2	1	0	3.006	0.616	1.49	0	0	1.079	1.463	0	6.012	3.693	2.98	0	0	2.158	1.463	0	3.713	2.323	1.846	0	0	0	0	0.658	0	0	0	0	1.605	0.159	6.654	0	0	8.772	14.467	0.077	0.179	0	3.621	3.621	16.306	12.685	7.882	0.658	"124292684247609_1551408811535982"	"agree"	47	10	61	12	108	22	33.5277777777778	164.590909090909	"sp"	0	"10/19/2018 12:33:23"	1993	"Kvinna"	3	1	5	"sp"	1	"0"
"149-cu"	149	"124292684247609_1529460447064152"	"149|124292684247609_1529460447064152|agree"	20	"agree"	0	0	"124292684247609_1529460447064152|agree"	149	20	"124292684247609_1529460447064152"	"agree"	10	0.212	0.212	0	0	1	3	2	0	0	0	0	0	0.915	0.187	0.323	0	0	0	0	0	0.915	0.56	0.645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323	0.128	1.543	0	0	0	0	0.068	0.176	0	0	0	2.12	2.12	0	0	"124292684247609_1529460447064152"	"agree"	43	12	38	7	81	19	0	0	"cu"	0	"10/19/2018 12:25:34"	1997	"Kvinna"	5	1	1	"cu"	4	"0"
"149-cu"	149	"124292684247609_1707733802570148"	"149|124292684247609_1707733802570148|disagree"	21	"disagree"	8.289	0	"124292684247609_1707733802570148|disagree"	149	21	"124292684247609_1707733802570148"	"disagree"	23	0.254	0.254	0	0	2	4	1	0	0	0	0	0	0.304	0.961	1.391	0	0	0	0	0	0.608	3.844	1.391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.133	4.33	0	0	0	0	0.088	0.198	0	0	0	5.843	5.843	0	0	"124292684247609_1707733802570148"	"disagree"	159	34	132	28	291	62	0	0	"cu"	0	"10/19/2018 12:25:34"	1997	"Kvinna"	5	1	1	"cu"	4	"0"
"149-cu"	149	"124292684247609_1846952198648307"	"149|124292684247609_1846952198648307|agree"	3	"agree"	7.611	0	"124292684247609_1846952198648307|agree"	149	3	"124292684247609_1846952198648307"	"agree"	27	0.196	0.196	0	0	3	5	2	0	0	1	0	0	0.853	0.298	0.46	0	0	0.328	0	0	2.56	1.488	0.92	0	0	0.328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.624	0.182	4.115	0	0	4.86	0	0.1	0.211	0.012	0.328	0.328	5.296	4.968	0	0	"124292684247609_1846952198648307"	"agree"	106	25	127	29	233	54	1.40772532188841	6.07407407407407	"cu"	0	"10/19/2018 12:25:34"	1997	"Kvinna"	5	1	1	"cu"	4	"0"
"149-cu"	149	"124292684247609_1635135699829959"	"149|124292684247609_1635135699829959|disagree"	19	"disagree"	0	0	"124292684247609_1635135699829959|disagree"	149	19	"124292684247609_1635135699829959"	"disagree"	13	0.191	0.191	0	1	1	2	1	0	0	0	0	0.243	0.854	0.28	0.829	0	0	0	0	0.243	0.854	0.561	0.829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0.285	1.21	1.582	0	0	0	0	0.069	0.188	0	0	0	2.487	2.487	0	0	"124292684247609_1635135699829959"	"disagree"	152	30	75	17	227	47	0	0	"cu"	0	"10/19/2018 12:25:34"	1997	"Kvinna"	5	1	1	"cu"	4	"0"
"149-ec"	149	"124292684247609_1618187394858123"	"149|124292684247609_1618187394858123|disagree"	6	"disagree"	0.578	0	"124292684247609_1618187394858123|disagree"	149	6	"124292684247609_1618187394858123"	"disagree"	47	0.225	0.227	0.198	0	2	3	2	1	0	3	3	0	1.05	0.504	1.123	0.175	0	0.657	0.592	0	2.099	1.512	2.245	0.175	0	1.972	1.777	0	2.099	1.512	2.138	0	0	0	0	0	0.107	0.175	0	0	0.176	1.533	3.673	11.543	0	7.024	8.929	0.065	0.154	0	3.749	3.749	9.78	6.031	5.749	0.282	"124292684247609_1618187394858123"	"disagree"	58	15	149	34	207	49	18.1111111111111	76.5102040816327	"ec"	0	"10/19/2018 12:25:34"	1997	"Kvinna"	5	1	1	"ec"	2	"1"
"149-ec"	149	"124292684247609_1770258722984322"	"149|124292684247609_1770258722984322|agree"	9	"agree"	8.8	0.011	"124292684247609_1770258722984322|agree"	149	9	"124292684247609_1770258722984322"	"agree"	33	0.233	0.235	0.172	0	2	4	1	0	0	1	0	0	0.244	1.105	2.347	0	0	0.267	0	0	0.488	4.42	2.347	0	0	0.267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.588	0.165	5.043	0	0	7.598	0	0.089	0.184	0	0.267	0.267	7.522	7.255	0	0	"124292684247609_1770258722984322"	"agree"	35	10	87	21	122	31	2.18852459016393	8.61290322580645	"ec"	0	"10/19/2018 12:25:34"	1997	"Kvinna"	5	1	1	"ec"	2	"1"
"149-ec"	149	"124292684247609_1646987058644823"	"149|124292684247609_1646987058644823|disagree"	17	"disagree"	6.389	0.011	"124292684247609_1646987058644823|disagree"	149	17	"124292684247609_1646987058644823"	"disagree"	26	0.211	0.209	0	0	1	2	1	0	0	0	0	0	2.768	0.358	1.734	0	0	0	0	0	2.768	0.717	1.734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61	0.188	3.9	0	0	0	0	0.082	0.197	0	0	0	5.219	5.219	0	0	"124292684247609_1646987058644823"	"disagree"	204	43	121	31	325	74	0	0	"ec"	0	"10/19/2018 12:25:34"	1997	"Kvinna"	5	1	1	"ec"	2	"1"
"149-ec"	149	"124292684247609_1658676644142531"	"149|124292684247609_1658676644142531|agree"	2	"agree"	6.433	0	"124292684247609_1658676644142531|agree"	149	2	"124292684247609_1658676644142531"	"agree"	21	0.22	0.22	0	0	1	1	1	0	0	1	0	0	3.225	0.242	0.885	0	0	0.265	0	0	3.225	0.242	0.885	0	0	0.265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279	0.013	3.843	0	0	4.921	0	0.113	0.248	0	0.265	0.265	4.617	4.352	0	0	"124292684247609_1658676644142531"	"agree"	69	14	126	28	195	42	1.35897435897436	6.30952380952381	"ec"	0	"10/19/2018 12:25:34"	1997	"Kvinna"	5	1	1	"ec"	2	"1"
"149-po"	149	"124292684247609_1521205261223004"	"149|124292684247609_1521205261223004|agree"	13	"agree"	7.778	0	"124292684247609_1521205261223004|agree"	149	13	"124292684247609_1521205261223004"	"agree"	23	0.201	0.203	0	0	2	4	1	0	0	0	0	0	1.251	0.207	0.939	0	0	0	0	0	2.502	0.827	0.939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.711	0.169	3.969	0	0	0	0	0.155	0.516	0.034	0	0	4.268	4.268	0	0	"124292684247609_1521205261223004"	"agree"	87	20	72	19	159	39	0	0	"po"	1	"10/19/2018 12:25:34"	1997	"Kvinna"	5	1	1	"po"	4	"1"
"149-po"	149	"124292684247609_1707740985902763"	"149|124292684247609_1707740985902763|agree"	8	"agree"	0.8	0	"124292684247609_1707740985902763|agree"	149	8	"124292684247609_1707740985902763"	"agree"	68	0.223	0.224	0.2	0	4	4	1	1	0	0	0	0	2.669	0.3	2.968	0.147	0	0	0	0	10.676	1.201	2.968	0.147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401	0.168	13.578	13.201	0	0	0	0.121	0.242	0.012	0	0	14.992	14.992	0	0	"124292684247609_1707740985902763"	"agree"	302	62	138	26	440	88	0	0	"po"	1	"10/19/2018 12:25:34"	1997	"Kvinna"	5	1	1	"po"	4	"1"
"149-po"	149	"124292684247609_1587741834569346"	"149|124292684247609_1587741834569346|disagree"	16	"disagree"	7.122	0	"124292684247609_1587741834569346|disagree"	149	16	"124292684247609_1587741834569346"	"disagree"	43	0.204	0.2	0.352	0	3	6	1	0	0	1	0	0	1.448	0.318	1.904	0	0	0.257	0	0	4.345	1.905	1.904	0	0	0.257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347	0.127	6.029	0	0	8.936	0	0.164	0.29	0.024	0.257	0.257	8.411	8.154	0	0	"124292684247609_1587741834569346"	"disagree"	179	43	297	64	476	107	0.539915966386555	2.4018691588785	"po"	1	"10/19/2018 12:25:34"	1997	"Kvinna"	5	1	1	"po"	4	"1"
