"pgi"	"subject"	"case"	"id"	"trialNr.x"	"condition"	"likelihood.read"	"likelihood.share"	"dfc"	"subject.y"	"trialNr.y"	"case.x"	"condition.x"	"num.fix.total"	"mean.fixation.duration..s."	"mean.fixation.duration.in.AOI..s."	"mean.fixation.duration.not.in.AOI..s."	"num.dwells_01.source."	"num.dwells_02.intro."	"num.dwells_03.image."	"num.dwells_04.headline."	"num.dwells_05.reactions."	"num.dwells_06.count."	"num.dwells_07.comtop."	"num.dwells_08.combottom."	"mean.dwell.dur_01.source...s."	"mean.dwell.dur_02.intro...s."	"mean.dwell.dur_03.image...s."	"mean.dwell.dur_04.headline...s."	"mean.dwell.dur_05.reactions...s."	"mean.dwell.dur_06.count...s."	"mean.dwell.dur_07.comtop...s."	"mean.dwell.dur_08.combottom...s."	"total.dwell.dur_01.source...s."	"total.dwell.dur_02.intro...s."	"total.dwell.dur_03.image...s."	"total.dwell.dur_04.headline...s."	"total.dwell.dur_05.reactions...s."	"total.dwell.dur_06.count...s."	"total.dwell.dur_07.comtop...s."	"total.dwell.dur_08.combottom...s."	"total.dwell.dur.before.comment_01.source...s."	"total.dwell.dur.before.comment_02.intro...s."	"total.dwell.dur.before.comment_03.image...s."	"total.dwell.dur.before.comment_04.headline...s."	"total.dwell.dur.before.comment_05.reactions...s."	"total.dwell.dur.before.comment_06.count...s."	"total.dwell.dur.after.comment_01.source...s."	"total.dwell.dur.after.comment_02.intro...s."	"total.dwell.dur.after.comment_03.image...s."	"total.dwell.dur.after.comment_04.headline...s."	"total.dwell.dur.after.comment_05.reactions...s."	"total.dwell.dur.after.comment_06.count...s."	"first.fix.latency_01.source...s."	"first.fix.latency_02.intro...s."	"first.fix.latency_03.image...s."	"first.fix.latency_04.headline...s."	"first.fix.latency_05.reactions...s."	"first.fix.latency_06.count...s."	"first.fix.latency_07.comtop...s."	"first.fix.latency_08.combottom...s."	"mean.RMS..deg."	"mean.sqrt.BCEA...deg."	"data.loss..fraction."	"total.dwell.dur_09.com"	"total_dwell_comments"	"total_dwell_post_comments"	"total_dwell_post"	"total_dwell_post_before"	"total_dwell_post_after"	"case.y"	"condition.y"	"charCount1"	"wordCount1"	"charCount2"	"wordCount2"	"comments_char_count"	"comments_word_count"	"rel_dwell_com_cc"	"rel_dwell_com_wc"	"post_genre"	"post_po_binary"	"Timestamp"	"Fyll.i.ditt.födelseår"	"Kön"	"freq_facebook_use"	"freq_share_binary"	"comments_share"	"variable"	"post_genre_subject_interest"	"post_genre_binary"
"101-so"	101	"124292684247609_1847938621882998"	"101|124292684247609_1847938621882998|agree"	20	"agree"	5.8	0	"124292684247609_1847938621882998|agree"	101	20	"124292684247609_1847938621882998"	"agree"	40	0.263	0.266	0.222	0	1	1	3	0	0	1	0	0	6.877	0.19	0.812	0	0	0.33	0	0	6.877	0.19	2.437	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167	10.745	7.865	0	0	9.77	0	0.082	0.166	0	0.33	0.33	9.834	9.504	0	0	"124292684247609_1847938621882998"	"agree"	47	10	75	18	122	28	2.70491803278689	11.7857142857143	"so"	0	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"so"	5	"0"
"101-so"	101	"124292684247609_1616749178335278"	"101|124292684247609_1616749178335278|agree"	18	"agree"	5.778	0	"124292684247609_1616749178335278|agree"	101	18	"124292684247609_1616749178335278"	"agree"	26	0.295	0.297	0.269	0	2	4	1	0	0	1	0	0	0.461	0.48	1.602	0	0	2.678	0	0	0.921	1.922	1.602	0	0	2.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485	0.16	2.44	0	0	4.531	0	0.087	0.186	0	2.678	2.678	7.123	4.445	0	0	"124292684247609_1616749178335278"	"agree"	191	42	214	39	405	81	6.61234567901235	33.0617283950617	"so"	0	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"so"	5	"0"
"101-so"	101	"124292684247609_1877491672261026"	"101|124292684247609_1877491672261026|disagree"	9	"disagree"	6.322	0	"124292684247609_1877491672261026|disagree"	101	9	"124292684247609_1877491672261026"	"disagree"	89	0.271	0.273	0.19	0	3	1	2	0	0	2	1	0	2.223	0.203	0.952	0	0	2.356	10.267	0	6.668	0.203	1.903	0	0	4.712	10.267	0	6.386	0	1.805	0	0	0	0.282	0.203	0	0	0	0	0.17	25.975	6.29	0	0	9.123	14.78	0.124	0.199	0.001	14.979	14.979	23.753	8.774	8.191	0.485	"124292684247609_1877491672261026"	"disagree"	158	35	183	39	341	74	43.9266862170088	202.418918918919	"so"	0	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"so"	5	"0"
"101-sp"	101	"124292684247609_1768089829867878"	"101|124292684247609_1768089829867878|disagree"	13	"disagree"	6.4	0	"124292684247609_1768089829867878|disagree"	101	13	"124292684247609_1768089829867878"	"disagree"	34	0.27	0.27	0	0	2	4	3	0	0	1	1	0	0.369	0.388	0.86	0	0	2.682	1.616	0	0.739	1.552	2.579	0	0	2.682	1.616	0	0.739	1.552	2.579	0	0	0	0	0	0	0	0	0	0.38	0.17	1.139	0	0	5.489	8.319	0.076	0.158	0	4.298	4.298	9.168	4.87	4.87	0	"124292684247609_1768089829867878"	"disagree"	29	6	47	10	76	16	56.5526315789474	268.625	"sp"	0	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"sp"	3	"0"
"101-sp"	101	"124292684247609_1696704947006367"	"101|124292684247609_1696704947006367|agree"	8	"agree"	5.444	0	"124292684247609_1696704947006367|agree"	101	8	"124292684247609_1696704947006367"	"agree"	156	0.295	0.295	0	0	4	5	3	0	0	3	2	0	2.577	0.679	1.494	0	0	8.357	1.386	0	10.309	3.393	4.482	0	0	25.071	2.772	0	6.445	2.462	2.555	0	0	0	3.864	0.931	1.927	0	0	0	0.359	0.174	1.744	0	0	12.227	15.939	0.15	0.23	0.006	27.843	27.843	46.027	18.184	11.462	6.722	"124292684247609_1696704947006367"	"agree"	303	70	97	24	400	94	69.6075	296.202127659574	"sp"	0	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"sp"	3	"0"
"101-sp"	101	"124292684247609_1870482682961925"	"101|124292684247609_1870482682961925|disagree"	16	"disagree"	0	0	"124292684247609_1870482682961925|disagree"	101	16	"124292684247609_1870482682961925"	"disagree"	33	0.278	0.278	0	0	3	4	1	0	0	1	0	0	1.514	0.526	1.898	0	0	0.63	0	0	4.542	2.104	1.898	0	0	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332	0.164	7.329	0	0	9.482	0	0.229	0.354	0.002	0.63	0.63	9.174	8.544	0	0	"124292684247609_1870482682961925"	"disagree"	41	9	36	10	77	19	8.18181818181818	33.1578947368421	"sp"	0	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"sp"	3	"0"
"101-sp"	101	"124292684247609_1551408811535982"	"101|124292684247609_1551408811535982|agree"	11	"agree"	4.444	0	"124292684247609_1551408811535982|agree"	101	11	"124292684247609_1551408811535982"	"agree"	88	0.295	0.296	0.21	0	4	8	4	0	0	2	1	0	2.201	0.41	2.184	0	0	1.27	2.423	0	8.806	3.28	8.737	0	0	2.539	2.423	0	8.806	3.008	4.217	0	0	0	0	0	0	0	0	0	0.556	0.203	8.061	0	0	17.693	25.666	0.118	0.195	0	4.962	4.962	25.785	20.823	16.031	0	"124292684247609_1551408811535982"	"agree"	47	10	61	12	108	22	45.9444444444444	225.545454545455	"sp"	0	"10/16/2018 14:25:26"	1990	"Kvinna"	5	1	3	"sp"	3	"0"
"102-cu"	102	"124292684247609_1635135699829959"	"102|124292684247609_1635135699829959|disagree"	17	"disagree"	2.167	0.033	"124292684247609_1635135699829959|disagree"	102	17	"124292684247609_1635135699829959"	"disagree"	47	0.227	0.228	0.189	0	4	7	2	0	0	1	0	0	0.795	0.51	0.84	0	0	1.848	0	0	3.179	3.571	1.679	0	0	1.848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.364	0.162	4.287	0	0	6.189	0	0.237	0.355	0.04	1.848	1.848	10.277	8.429	0	0	"124292684247609_1635135699829959"	"disagree"	152	30	75	17	227	47	8.14096916299559	39.3191489361702	"cu"	0	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"cu"	5	"0"
"102-cu"	102	"124292684247609_1846952198648307"	"102|124292684247609_1846952198648307|disagree"	15	"disagree"	8.678	2.122	"124292684247609_1846952198648307|disagree"	102	15	"124292684247609_1846952198648307"	"disagree"	91	0.232	0.228	0.201	0	2	5	2	0	0	4	3	0	1.207	0.599	1.454	0	0	1.248	1.643	0	2.413	2.994	2.907	0	0	4.992	4.928	0	2.413	2.459	2.907	0	0	0	0	0.535	0	0	0	0	0.517	0.155	4.853	0	0	10.602	16.458	0.099	0.237	0.009	9.92	9.92	18.234	8.314	7.779	0.535	"124292684247609_1846952198648307"	"disagree"	160	42	115	27	275	69	36.0727272727273	143.768115942029	"cu"	0	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"cu"	5	"0"
"102-cu"	102	"124292684247609_1529460447064152"	"102|124292684247609_1529460447064152|agree"	8	"agree"	0	0	"124292684247609_1529460447064152|agree"	102	8	"124292684247609_1529460447064152"	"agree"	40	0.223	0.223	0	1	3	5	1	0	0	1	1	0.175	0.29	0.531	2.141	0	0	1.702	1.373	0.175	0.87	2.654	2.141	0	0	1.702	1.373	0.175	0.65	0.785	2.141	0	0	0	0.22	1.869	0	0	0	0.384	0.569	0.139	1.989	0	0	4.298	6.121	0.067	0.188	0	3.075	3.075	8.915	5.84	3.751	2.089	"124292684247609_1529460447064152"	"agree"	43	12	38	7	81	19	37.962962962963	161.842105263158	"cu"	0	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"cu"	5	"0"
"102-cu"	102	"124292684247609_1707733802570148"	"102|124292684247609_1707733802570148|agree"	3	"agree"	10	8.967	"124292684247609_1707733802570148|agree"	102	3	"124292684247609_1707733802570148"	"agree"	94	0.221	0.221	0	0	5	8	3	0	0	2	2	0	1.112	0.537	1.03	0	0	2.306	1.616	0	5.559	4.295	3.09	0	0	4.611	3.233	0	5.194	2.514	2.047	0	0	0	0.365	1.781	1.043	0	0	0	0.417	0.225	4.427	0	0	10.927	15.272	0.076	0.247	0.004	7.844	7.844	20.788	12.944	9.755	3.189	"124292684247609_1707733802570148"	"agree"	111	25	147	33	258	58	30.4031007751938	135.241379310345	"cu"	0	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"cu"	5	"0"
"102-ec"	102	"124292684247609_1770258722984322"	"102|124292684247609_1770258722984322|agree"	12	"agree"	5.767	7.533	"124292684247609_1770258722984322|agree"	102	12	"124292684247609_1770258722984322"	"agree"	65	0.226	0.228	0.21	1	3	7	3	0	0	3	3	0.332	0.58	0.685	1.151	0	0	0.616	0.276	0.332	1.739	4.797	3.452	0	0	1.848	0.827	0	0.634	2.182	1.469	0	0	0.332	1.105	2.615	1.983	0	0	16.614	0.323	0.168	3.218	0	0	5.759	8.508	0.063	0.174	0.001	2.675	2.675	12.995	10.32	4.285	6.035	"124292684247609_1770258722984322"	"agree"	35	10	87	21	122	31	21.9262295081967	86.2903225806452	"ec"	0	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"ec"	1	"1"
"102-ec"	102	"124292684247609_1618187394858123"	"102|124292684247609_1618187394858123|disagree"	14	"disagree"	9.556	5.644	"124292684247609_1618187394858123|disagree"	102	14	"124292684247609_1618187394858123"	"disagree"	88	0.237	0.239	0.214	0	5	8	2	0	0	3	3	0	1.256	0.523	1.61	0	0	0.972	1.002	0	6.28	4.185	3.219	0	0	2.915	3.007	0	4.631	2.778	1.654	0	0	0	1.649	1.407	1.565	0	0	0	0.713	0.143	8.73	0	0	10.518	13.166	0.127	0.326	0.018	5.922	5.922	19.606	13.684	9.063	4.621	"124292684247609_1618187394858123"	"disagree"	58	15	149	34	207	49	28.6086956521739	120.857142857143	"ec"	0	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"ec"	1	"1"
"102-ec"	102	"124292684247609_1658676644142531"	"102|124292684247609_1658676644142531|agree"	6	"agree"	7.511	5.578	"124292684247609_1658676644142531|agree"	102	6	"124292684247609_1658676644142531"	"agree"	70	0.228	0.228	0.228	0	5	6	1	0	0	2	2	0	1.468	0.169	1.623	0	0	0.996	0.848	0	7.34	1.013	1.623	0	0	1.992	1.695	0	5.678	0.888	1.623	0	0	0	1.662	0.125	0	0	0	0	0.374	0.221	7.243	0	0	11.387	12.507	0.088	0.242	0.017	3.687	3.687	13.663	9.976	8.189	1.787	"124292684247609_1658676644142531"	"agree"	69	14	126	28	195	42	18.9076923076923	87.7857142857143	"ec"	0	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"ec"	1	"1"
"102-ec"	102	"124292684247609_1646987058644823"	"102|124292684247609_1646987058644823|disagree"	11	"disagree"	3.544	1.4	"124292684247609_1646987058644823|disagree"	102	11	"124292684247609_1646987058644823"	"disagree"	94	0.2	0.202	0.192	0	6	9	1	0	0	3	2	0	0.976	0.343	1.434	0	0	1.905	0.632	0	5.854	3.085	1.434	0	0	5.716	1.264	0	2.117	1.524	1.434	0	0	0	3.737	1.393	0	0	0	0	0.304	0.164	4.286	0	0	6.014	14.646	0	0.266	0.027	6.98	6.98	17.353	10.373	5.075	5.13	"124292684247609_1646987058644823"	"disagree"	204	43	121	31	325	74	21.4769230769231	94.3243243243243	"ec"	0	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"ec"	1	"1"
"102-po"	102	"124292684247609_1707740985902763"	"102|124292684247609_1707740985902763|agree"	4	"agree"	0.767	0	"124292684247609_1707740985902763|agree"	102	4	"124292684247609_1707740985902763"	"agree"	140	0.224	0.224	0.226	0	3	6	2	0	0	2	0	0	6.372	0.204	1.375	0	0	3.354	0	0	19.116	1.222	2.749	0	0	6.708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.377	0.153	14.778	0	0	25.563	0	0	0.222	0.016	6.708	6.708	29.795	23.087	0	0	"124292684247609_1707740985902763"	"agree"	302	62	138	26	440	88	15.2454545454545	76.2272727272727	"po"	1	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"po"	2	"1"
"102-po"	102	"124292684247609_1521205261223004"	"102|124292684247609_1521205261223004|disagree"	13	"disagree"	1.656	0	"124292684247609_1521205261223004|disagree"	102	13	"124292684247609_1521205261223004"	"disagree"	96	0.229	0.23	0.206	0	3	4	1	0	0	3	3	0	1.805	0.482	1.857	0	0	2.218	1.847	0	5.414	1.927	1.857	0	0	6.653	5.542	0	3.448	0.865	1.857	0	0	0	1.966	1.062	0	0	0	0	0.158	3.783	4.888	0	0	6.888	14.066	0.133	0.308	0.02	12.195	12.195	21.393	9.198	6.17	3.028	"124292684247609_1521205261223004"	"disagree"	202	37	238	48	440	85	27.7159090909091	143.470588235294	"po"	1	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"po"	2	"1"
"102-po"	102	"124292684247609_1806817052661822"	"102|124292684247609_1806817052661822|disagree"	7	"disagree"	7.056	0.544	"124292684247609_1806817052661822|disagree"	102	7	"124292684247609_1806817052661822"	"disagree"	105	0.231	0.23	0.251	0	5	7	2	0	0	3	3	0	1.02	0.68	2.37	0	0	1.955	0.751	0	5.099	4.763	4.741	0	0	5.866	2.253	0	2.917	2.805	2.577	0	0	0	2.182	1.958	2.164	0	0	0	0.211	2.491	6.491	0	0	9.411	16.656	0.081	0.222	0.004	8.119	8.119	22.722	14.603	8.299	6.304	"124292684247609_1806817052661822"	"disagree"	132	28	75	20	207	48	39.2222222222222	169.145833333333	"po"	1	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"po"	2	"1"
"102-po"	102	"124292684247609_1587741834569346"	"102|124292684247609_1587741834569346|agree"	21	"agree"	2.389	0.256	"124292684247609_1587741834569346|agree"	102	21	"124292684247609_1587741834569346"	"agree"	73	0.227	0.224	0.256	0	3	4	2	0	0	3	0	0	3.332	0.373	1.215	0	0	0.371	0	0	9.995	1.494	2.43	0	0	1.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501	0.113	6.718	0	0	8.641	0	0.105	0.318	0.004	1.114	1.114	15.033	13.919	0	0	"124292684247609_1587741834569346"	"agree"	71	15	228	49	299	64	3.7257525083612	17.40625	"po"	1	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"po"	2	"1"
"102-so"	102	"124292684247609_1616749178335278"	"102|124292684247609_1616749178335278|agree"	2	"agree"	0.8	0.122	"124292684247609_1616749178335278|agree"	102	2	"124292684247609_1616749178335278"	"agree"	108	0.231	0.232	0	0	4	9	3	2	0	1	1	0	0.604	0.409	1.108	0.197	0	8.503	6.496	0	2.417	3.68	3.323	0.393	0	8.503	6.496	0	1.927	2.819	1.881	0.393	0	0	0.49	0.861	1.442	0	0	0	0.409	0.177	3.197	3.037	0	7.887	16.984	0.125	0.22	0.008	14.999	14.999	24.812	9.813	7.02	2.793	"124292684247609_1616749178335278"	"agree"	191	42	214	39	405	81	37.0345679012346	185.172839506173	"so"	0	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"so"	4	"0"
"102-so"	102	"124292684247609_1877491672261026"	"102|124292684247609_1877491672261026|disagree"	5	"disagree"	9.322	6.356	"124292684247609_1877491672261026|disagree"	102	5	"124292684247609_1877491672261026"	"disagree"	108	0.226	0.23	0.195	0	4	5	2	0	0	2	2	0	1.715	0.202	1.223	0	0	3.833	2.52	0	6.86	1.011	2.446	0	0	7.666	5.039	0	4.307	0.38	1.701	0	0	0	2.553	0.631	0.745	0	0	0	0.21	1.746	5.264	0	0	7.556	17.218	0	0.234	0.016	12.705	12.705	23.022	10.317	6.388	3.929	"124292684247609_1877491672261026"	"disagree"	158	35	183	39	341	74	37.258064516129	171.689189189189	"so"	0	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"so"	4	"0"
"102-so"	102	"124292684247609_1760127997330728"	"102|124292684247609_1760127997330728|agree"	19	"agree"	5.9	1.344	"124292684247609_1760127997330728|agree"	102	19	"124292684247609_1760127997330728"	"agree"	74	0.213	0.213	0.207	0	4	7	3	0	0	1	1	0	1.637	0.213	1.265	0	0	1.504	0.736	0	6.55	1.491	3.794	0	0	1.504	0.736	0	4.872	0.869	2.693	0	0	0	1.678	0.622	1.101	0	0	0	0.64	0.22	6.663	0	0	11.375	13.161	0	0.271	0.03	2.24	2.24	14.075	11.835	8.434	3.401	"124292684247609_1760127997330728"	"agree"	90	22	32	7	122	29	18.3606557377049	77.2413793103448	"so"	0	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"so"	4	"0"
"102-so"	102	"124292684247609_1847938621882998"	"102|124292684247609_1847938621882998|disagree"	16	"disagree"	1.467	1.244	"124292684247609_1847938621882998|disagree"	102	16	"124292684247609_1847938621882998"	"disagree"	83	0.222	0.232	0.167	0	2	3	3	0	0	4	3	0	2.129	0.325	0.713	0	0	1.591	0.922	0	4.258	0.975	2.14	0	0	6.364	2.767	0	3.74	0.14	1.47	0	0	0	0.518	0.835	0.67	0	0	0	0.159	5.103	5.252	0	0	7.287	14.656	0.193	0.385	0.036	9.131	9.131	16.504	7.373	5.35	2.023	"124292684247609_1847938621882998"	"disagree"	215	47	60	11	275	58	33.2036363636364	157.431034482759	"so"	0	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"so"	4	"0"
"102-sp"	102	"124292684247609_1551408811535982"	"102|124292684247609_1551408811535982|disagree"	20	"agree"	6.067	0.633	"124292684247609_1551408811535982|disagree"	102	20	"124292684247609_1551408811535982"	"disagree"	84	0.238	0.24	0.2	0	4	9	4	0	0	2	2	0	0.92	0.376	2.374	0	0	0.817	0.74	0	3.681	3.383	9.495	0	0	1.634	1.481	0	3.245	1.249	4.848	0	0	0	0.436	2.134	4.647	0	0	0	0.576	0.114	5.109	0	0	10.942	12.479	0.115	0.29	0.004	3.115	3.115	19.674	16.559	9.342	7.217	"124292684247609_1551408811535982"	"disagree"	77	14	57	12	134	26	23.2462686567164	119.807692307692	"sp"	0	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"sp"	1	"0"
"102-sp"	102	"124292684247609_1870482682961925"	"102|124292684247609_1870482682961925|agree"	18	"agree"	0.133	0.256	"124292684247609_1870482682961925|agree"	102	18	"124292684247609_1870482682961925"	"agree"	60	0.231	0.231	0	0	2	5	2	0	0	1	0	0	2.514	0.291	2.752	0	0	1.891	0	0	5.029	1.456	5.504	0	0	1.891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421	0.106	3.709	0	0	7.978	0	0.104	0.227	0.003	1.891	1.891	13.88	11.989	0	0	"124292684247609_1870482682961925"	"agree"	48	12	101	23	149	35	12.6912751677852	54.0285714285714	"sp"	0	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"sp"	1	"0"
"102-sp"	102	"124292684247609_1768089829867878"	"102|124292684247609_1768089829867878|disagree"	10	"disagree"	8.444	6.3	"124292684247609_1768089829867878|disagree"	102	10	"124292684247609_1768089829867878"	"disagree"	94	0.29	0.296	0.206	3	9	11	4	0	0	3	2	0.569	1.148	0.403	1.103	0	0	1.102	0.469	1.707	10.333	4.433	4.411	0	0	3.307	0.937	0	0.733	2.538	2.466	0	0	1.707	9.6	1.895	1.945	0	0	17.784	0.381	0.179	1.147	0	0	7.492	10.431	0.084	0.259	0.019	4.244	4.244	25.128	20.884	5.737	15.147	"124292684247609_1768089829867878"	"disagree"	29	6	47	10	76	16	55.8421052631579	265.25	"sp"	0	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"sp"	1	"0"
"102-sp"	102	"124292684247609_1696704947006367"	"102|124292684247609_1696704947006367|agree"	9	"agree"	6.9	1.356	"124292684247609_1696704947006367|agree"	102	9	"124292684247609_1696704947006367"	"agree"	144	0.226	0.228	0.174	0	2	4	3	1	0	5	5	0	2.829	2.009	1.209	0.198	0	2.35	0.491	0	5.658	8.037	3.628	0.198	0	11.748	2.453	0	5.658	6.761	1.248	0.198	0	0	0	1.276	2.38	0	0	0	0.163	3.496	7.404	15.264	0	15.636	16.536	0.12	0.234	0.016	14.201	14.201	31.722	17.521	13.865	3.656	"124292684247609_1696704947006367"	"agree"	303	70	97	24	400	94	35.5025	151.074468085106	"sp"	0	"10/15/2018 15:22:50"	1999	"Kvinna"	4	1	4	"sp"	1	"0"
"103-cu"	103	"124292684247609_1635135699829959"	"103|124292684247609_1635135699829959|agree"	12	"agree"	2.667	0	"124292684247609_1635135699829959|agree"	103	12	"124292684247609_1635135699829959"	"agree"	41	0.184	0.186	0.173	0	1	2	2	0	0	1	0	0	1.687	1.172	0.521	0	0	1.425	0	0	1.687	2.345	1.043	0	0	1.425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175	2.155	3.535	0	0	6.915	0	0.059	0.137	0	1.425	1.425	6.5	5.075	0	0	"124292684247609_1635135699829959"	"agree"	51	13	23	7	74	20	19.2567567567568	71.25	"cu"	0	"10/15/2018 16:17:40"	1996	"Kvinna"	4	1	4	"cu"	3	"0"
"103-cu"	103	"124292684247609_1707733802570148"	"103|124292684247609_1707733802570148|disagree"	15	"disagree"	9.222	5.5	"124292684247609_1707733802570148|disagree"	103	15	"124292684247609_1707733802570148"	"disagree"	56	0.204	0.212	0.169	0	2	4	1	0	0	1	1	0	0.737	0.814	1.095	0	0	2.365	1.355	0	1.474	3.257	1.095	0	0	2.365	1.355	0	1.474	3.137	1.095	0	0	0	0	0.12	0	0	0	0	0.188	0.581	3.3	0	0	8.386	10.913	0.154	0.285	0.015	3.72	3.72	9.546	5.826	5.706	0.12	"124292684247609_1707733802570148"	"disagree"	159	34	132	28	291	62	12.7835051546392	60	"cu"	0	"10/15/2018 16:17:40"	1996	"Kvinna"	4	1	4	"cu"	3	"0"
"103-cu"	103	"124292684247609_1846952198648307"	"103|124292684247609_1846952198648307|agree"	17	"agree"	0.011	0	"124292684247609_1846952198648307|agree"	103	17	"124292684247609_1846952198648307"	"agree"	57	0.187	0.193	0.16	0	2	5	1	0	0	3	2	0	0.775	0.408	1.597	0	0	1.099	0.38	0	1.55	2.041	1.597	0	0	3.298	0.76	0	1.55	1.065	1.597	0	0	0	0	0.442	0	0	0	0	0.208	0.073	2.963	0	0	6.113	10.308	0.067	0.176	0.003	4.058	4.058	9.246	5.188	4.212	0.442	"124292684247609_1846952198648307"	"agree"	106	25	127	29	233	54	17.4163090128755	75.1481481481482	"cu"	0	"10/15/2018 16:17:40"	1996	"Kvinna"	4	1	4	"cu"	3	"0"
"103-cu"	103	"124292684247609_1529460447064152"	"103|124292684247609_1529460447064152|disagree"	9	"disagree"	7.233	0.411	"124292684247609_1529460447064152|disagree"	103	9	"124292684247609_1529460447064152"	"disagree"	35	0.211	0.221	0.17	0	2	4	2	0	0	1	0	0	0.262	0.806	0.647	0	0	1.144	0	0	0.524	3.224	1.295	0	0	1.144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157	0.282	2.289	0	0	5.742	0	0.059	0.148	0	1.144	1.144	6.187	5.043	0	0	"124292684247609_1529460447064152"	"disagree"	37	7	38	6	75	13	15.2533333333333	88	"cu"	0	"10/15/2018 16:17:40"	1996	"Kvinna"	4	1	4	"cu"	3	"0"
"103-ec"	103	"124292684247609_1658676644142531"	"103|124292684247609_1658676644142531|agree"	11	"agree"	6.156	0.433	"124292684247609_1658676644142531|agree"	103	11	"124292684247609_1658676644142531"	"agree"	76	0.177	0.178	0.178	0	2	2	2	0	0	2	2	0	1.331	0.256	0.801	0	0	1.471	0.764	0	2.662	0.512	1.602	0	0	2.941	1.528	0	2.312	0.312	0.806	0	0	0	0.35	0.2	0.796	0	0	0	0.175	2.811	3.156	0	0	5.706	6.248	0.097	0.238	0.012	4.469	4.469	9.245	4.776	3.43	1.346	"124292684247609_1658676644142531"	"agree"	69	14	126	28	195	42	22.9179487179487	106.404761904762	"ec"	0	"10/15/2018 16:17:40"	1996	"Kvinna"	4	1	4	"ec"	3	"1"
"103-ec"	103	"124292684247609_1770258722984322"	"103|124292684247609_1770258722984322|agree"	10	"agree"	7.878	3.689	"124292684247609_1770258722984322|agree"	103	10	"124292684247609_1770258722984322"	"agree"	50	0.18	0.18	0.175	0	3	3	2	2	0	1	1	0	0.546	0.566	0.829	0.122	0	2.344	0.167	0	1.639	1.697	1.659	0.244	0	2.344	0.167	0	1.639	1.697	1.509	0.097	0	0	0	0	0.15	0.147	0	0	0.155	2.005	2.763	0.673	0	6.873	9.375	0.072	0.198	0.019	2.511	2.511	7.75	5.239	4.942	0.297	"124292684247609_1770258722984322"	"agree"	35	10	87	21	122	31	20.5819672131148	81	"ec"	0	"10/15/2018 16:17:40"	1996	"Kvinna"	4	1	4	"ec"	3	"1"
"103-ec"	103	"124292684247609_1646987058644823"	"103|124292684247609_1646987058644823|disagree"	2	"disagree"	3	0.667	"124292684247609_1646987058644823|disagree"	103	2	"124292684247609_1646987058644823"	"disagree"	160	0.195	0.2	0.17	0	2	5	4	1	0	3	1	0	2.085	0.431	0.938	0.128	0	4.937	2.585	0	4.17	2.157	3.751	0.128	0	14.812	2.585	0	2.8	1.402	1.983	0	0	0	1.37	0.755	1.768	0.128	0	0	0.231	3.218	4.524	22.62	0	9.392	16.829	0	0.156	0.011	17.397	17.397	27.603	10.206	6.185	4.021	"124292684247609_1646987058644823"	"disagree"	204	43	121	31	325	74	53.5292307692308	235.094594594595	"ec"	0	"10/15/2018 16:17:40"	1996	"Kvinna"	4	1	4	"ec"	3	"1"
